ObjectName;FieldName;Type;Properties;Description
Order;BillingLongitude;double;Create, Filter, Nillable, Sort, Update;Used with BillingLatitude to specify the precise geolocation of a billing address. Acceptable values are numbers between –180 and 180 with up to 15 decimal places.
Order;BillingPhoneNumber;phone;Create, Filter, Group, Nillable, Sort, Update;Phone number for this order’s billing address. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;BillingPostalCode;string;Create, Filter, Group, Nillable, Sort, Update;Postal code for the billing address for this order. Maximum size is 20 characters.
Order;BillingState;string;Create, Filter, Group, Nillable, Sort, Update;State for the billing address for this order. Maximum size is 80 characters.
Order;BillingStateCode;picklist;Create, Filter, Group, Nillable, Sort, Update;ISO state code for the order’s billing address.
Order;BillingStreet;textarea;Create, Filter, Group, Nillable, Sort, Update;Street address for the billing address.
Order;BillToContactId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the contact that the order is billed to.
Order;CompanyAuthorizedById;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the user who authorized the account associated with the order.
Order;CompanyAuthorizedDate;date;Create, Filter, Group, Nillable, Sort, Update;The date on which your organization authorized the order.
Order;ContractId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the contract associated with this order. Can only be updated when the order’s StatusCode value is Draft.
Order;CurrencyIsoCode;picklist;Create, Defaulted on create, Filter, Group, Restricted picklist, Sort, Update;Three-letter ISO 4217 currency code.
Order;CustomerAuthorizedById;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the contact who authorized the order.
Order;CustomerAuthorizedDate;date;Create, Filter, Group, Nillable, Sort, Update;Date on which the contact authorized the order.
Order;Description;textarea;Create, Nillable, Update;Description of the order.
Order;EffectiveDate;date;Create, Filter, Group, Sort, Update;Date at which the order becomes effective. Label is Order Start Date.
Order;EndDate;date;Create, Filter, Group, Nillable, Sort, Update;Date at which the order ends. Label is Order End Date.
Order;GrandTotalAmount;currency;Filter, Nillable, Sort;Sum of OrderTotalAmount and OrderTotalTaxAmount. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;IsReductionOrder;boolean;Create, Defaulted on create, Filter, Group, Sort;Read-only. Determines whether an order is a reduction order. Label is Reduction Order.
Order;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last accessed this record, a record related to this record, or a list view.
Order;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp when the current user last viewed this record or list view. If this value is null, the user might have only accessed this record or list view (LastReferencedDate) but not viewed it.
Order;Name;string;Create, Filter, Group, Nillable, Sort, Update;Name for this order.
Order;OpportunityId;reference;Create, Filter, Group, Nillable, Sort, Update;ID for the opportunity that’s associated with this order.
Order;OrderedDate;dateTime;Create, Filter, Nillable, Sort, Update;The date and time that the order was placed. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;OrderNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;Order number assigned to this order (not the unique, system-generated ID assigned during creation). Maximum size is 30 characters.
Order;OrderReferenceNumber;string;Create, Filter, Group, Nillable, Sort, Update;Order reference number assigned to this order. Maximum size is 80 characters.
Order;OriginalOrderId;reference;Create, Defaulted on create, Filter, Group, Nillable, Sort;Optional. ID of the original order that a reduction order is reducing, if the reduction order is reducing a single order. Label is Original Order.Editable only if isReductionOrder is true. If the reduction order is reducing more than one order, leave blank.
Order;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;Required. ID of the User or queue that owns this order.
Order;PoDate;date;Create, Filter, Group, Nillable, Sort, Update;Date of the purchase order.
Order;PoNumber;string;Create, Filter, Group, Nillable, Sort, Update;Number identifying the purchase order. Maximum is 80.
Order;Pricebook2Id;reference;Create, Defaulted on create, Filter, Group, Nillable, Sort, Update;Required. ID of the price book associated with this order.
Order;QuoteId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the quote that’s associated with this order.If you set QuoteId to null, QuoteLineItemId on all of the order’s child order products is set to null.
Order;RecordTypeId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the record type assigned to this order.
Order;RelatedOrderId;reference;Filter, Group, Nillable, Sort;The original order that a change order was created from. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;SalesChannelId;reference;Create, Filter, Group, Nillable, Sort, Update;Reference to a sales channel entity. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;ShippingAddress;address;Filter, Nillable;Shipping address for the order.
Order;ShippingCity;string;Create, Filter, Group, Nillable, Sort, Update;City of the shipping address. Maximum size is 40 characters.
Order;ShippingCountry;string;Create, Filter, Group, Nillable, Sort, Update;Country of the shipping address. Maximum size is 80 characters.
Order;ShippingCountryCode;picklist;Create, Filter, Group, Nillable, Sort, Update;ISO country code for the order’s shipping address.
Order;ShippingGeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Accuracy level of the geocode of the shipping address.
Order;ShippingLatitude;double;Create, Filter, Nillable, Sort, Update;Used with ShippingLongitude to specify the precise geolocation of a shipping address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places.
Order;ShippingLongitude;double;Create, Filter, Nillable, Sort, Update;Used with ShippingLatitude to specify the precise geolocation of an address. Acceptable values are numbers between –180 and 180 with up to 15 decimal places.
Order;ShippingPostalCode;string;Create, Filter, Group, Nillable, Sort, Update;Postal code of the shipping address. Maximum size is 20 characters.
Order;ShippingState;string;Create, Filter, Group, Nillable, Sort, Update;State of the shipping address. Maximum size is 80 characters.
Order;ShippingStateCode;picklist;Create, Filter, Group, Nillable, Sort, Update;ISO state code for the order’s shipping address.
Order;ShippingStreet;textarea;Create, Filter, Group, Nillable, Sort, Update;Street address of the shipping address. Maximum of 255 characters.
Order;ShipToContactId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the contact that the order is shipped to.
Order;Status;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;Picklist of values that indicate order status. Each value is within one of two status categories defined in StatusCode. For example, the status picklist might contain Draft, Ready for Review, and Ready for Activation values with a StatusCode of Draft.
Order;StatusCode;picklist;Filter, Group, Restricted picklist, Sort, Update;The status category for the order. An order can be either Draft or Activated. Label is Status Category.
Order;TaxLocaleType;picklist;Filter, Group, Restricted picklist, Sort, Update;The type of tax calculation that Salesforce uses for the order’s order items. VAT regions use gross tax, which includes tax in all sale amounts. US regions use net tax, which calculates tax separately from the initial sale amount and then adds the sale and tax amounts together in a total. Use TaxLocaleType to determine which types of tax fields to show on your order. If TaxLocaleType is null, the order shows all tax fields. Gross Tax Fields TotalAdjDeliveryAmtWithTax TotalAdjProductAmtWithTax TotalProductAdjDistAmtWithTax TotalDeliveryAdjDistAmtWithTax To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v49.0 and later.
Order;TotalAdjDeliveryAmtWithTax;currency;Filter, Nillable, Sort;Sum of delivery line amounts, delivery line adjustments, and tax. Order products with null Type fields aren’t included. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v49.0 and later.
Order;TotalAdjProductAmtWithTax;currency;Filter, Nillable, Sort;Sum of product line amounts, line adjustments, and tax. Order products with null Type fields aren’t included. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v49.0 and later.
Order;TotalAdjustedDeliveryAmount;currency;Filter, Nillable, Sort;Sum of delivery line amounts and delivery line adjustments. Order products with null Type fields aren’t included. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalAdjustedDeliveryTaxAmount;currency;Filter, Nillable, Sort;Sum of delivery line tax amounts and delivery line tax adjustments. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalAdjustedProductAmount;currency;Filter, Nillable, Sort;Sum of product line amounts and line adjustments. Order products with null Type fields aren’t included. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalAdjustedProductTaxAmount;currency;Filter, Nillable, Sort;Sum of line tax amounts and line tax adjustments. Order products with null Type fields aren’t included. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalAmount;currency;Filter, Sort;The total amount for the order products associated with this order. This field is available in API v48.0 and later.
Order;TotalDeliveryAdjDistAmount;currency;Filter, Nillable, Sort;Roll-up of the order’s delivery adjustment distributed amounts. Used only when the Order Adjustment Group has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalDeliveryAdjDistAmtWithTax;currency;Filter, Nillable, Sort;Roll-up of the order’s delivery adjustment distributed amounts and tax. Used only when the Order Adjustment Group has a Type value of Header. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v49.0 and later.
Order;TotalDeliveryAdjDistTaxAmount;currency;Filter, Nillable, Sort;Roll-up of the order’s delivery adjustment distributed tax amounts. Used only when the Order Adjustment Group has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalProductAdjDistAmount;currency;Filter, Nillable, Sort;Roll-up of the order’s product adjustment distributed amounts. Order products with null Type fields aren’t included. Used only when the Order Adjustment Group has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalProductAdjDistAmtWithTax;currency;Filter, Nillable, Sort;Roll-up of the order’s product adjustment distributed amounts. Order products with null Type fields aren’t included. Used only when the Order Adjustment Group has a Type value of Header. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v49.0 and later.
Order;TotalProductAdjDistTaxAmount;currency;Filter, Nillable, Sort;Roll-up of the order’s product adjustment distributed tax amounts. Order products with null Type fields aren’t included. Used only when the Order Adjustment Group has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;TotalTaxAmount;currency;Filter, Nillable, Sort;Roll up of all tax on the order. Includes delivery taxes, price adjustment taxes, and product taxes. To access Commerce Orders fields, your org must have a Salesforce Order Management license or a B2B Commerce on Lightning Experience License. This field is available in API v48.0 and later.
Order;Type;picklist;Create, Filter, Group, Nillable, Sort, Update;If you want to show more information about your order, you can add custom values to the Type picklist. By default, the Type field doesn't perform any actions or show any values.
OrderAdjustmentGroup;Description;textarea;Create, Nillable, Update;Description of the order adjustment group.
OrderAdjustmentGroup;GrandTotalAmount;currency;Filter, Nillable, Sort;The sum of all total amounts of all adjustments in this group, including tax.
OrderAdjustmentGroup;Name;string;Create, Filter, Group, idLookup, Sort, Update;User-defined name of the order adjustment group.
OrderAdjustmentGroup;OrderId;reference;Create, Filter, Group, Sort;ID of the order related to the adjustments in this order adjustment group.
OrderAdjustmentGroup;RelatedAdjustmentGroupId;reference;Filter, Group, Nillable, Sort;ID of the original order’s adjustment group. Useful for reference in change order scenarios.
OrderAdjustmentGroup;TotalAmount;currency;Filter, Nillable, Sort;The total of all order adjustments in this order adjustment group, excluding tax.
OrderAdjustmentGroup;TotalTaxAmount;currency;Filter, Nillable, Sort;The total tax for all order adjustments in this order adjustment group.
OrderAdjustmentGroup;Type;picklist;Create, Filter, Group, Restricted picklist, Sort, Update;Shows the type of adjustment made. Possible values are: Header: — The adjustment was applied to the order’s balance, and then distributed among the order products in the adjustment group. SplitLine— The adjustment was applied to order product balances for the order products in the adjustment group.
OrderAdjustmentGroupSummary;CurrencyIsoCode;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;ISO code for the currency of the OrderSummary associated with the adjustments in the group. The default value is USD. Possible values are: DKK—Danish Krone EUR—Euro GBP—British Pound USD—U.S. Dollar This field is available in API version 49.0 and later.
OrderAdjustmentGroupSummary;Description;textarea;Create, Nillable, Update;Description of the OrderAdjustmentGroupSummary. This field can be edited.
OrderAdjustmentGroupSummary;GrandTotalAmount;currency;Filter, Nillable, Sort;Total, including tax, of the associated OrderItemAdjustmentLineSummaries.
OrderAdjustmentGroupSummary;Name;string;Create, Filter, Group, idLookup, Sort, Update;Name of the OrderAdjustmentGroupSummary.
OrderAdjustmentGroupSummary;OrderSummaryId;reference;Filter, Group, Sort;ID of the OrderSummary associated with the OrderAdjustmentGroupSummary.
OrderAdjustmentGroupSummary;OriginalOrderAdjGroupId;reference;Filter, Group, Nillable, Sort;ID of the original OrderAdjustmentGroup associated with this summary object. Nillable=true only if the associated order summary is unmanaged. For managed order summaries, nillable=false.
OrderAdjustmentGroupSummary;TotalAmount;currency;Filter, Nillable, Sort;Total, not including tax, of the associated OrderItemAdjustmentIineSummaries.
OrderAdjustmentGroupSummary;TotalTaxAmount;currency;Filter, Nillable, Sort;Tax on the TotalAmount.
OrderAdjustmentGroupSummary;Type;picklist;Filter, Group, Restricted picklist, Sort;Type of the OrderAdjustmentGroupSummary. Header represents an order-level adjustment with an OrderItemAdjustmentLineSummary for each OrderItemSummary on the OrderSummary. SplitLine represents any other related set of OrderItemAdjustmentLineSummaries. Possible values are: Header SplitLine If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroup;DeliverToAddress;address;Filter, Nillable;The delivery group’s order items are delivered to this address. Created based on the values of the other DeliverTo fields.
OrderDeliveryGroup;DeliverToCity;string;Create, Filter, Group, Nillable, Sort, Update;City address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToCountry;string;Create, Filter, Group, Nillable, Sort, Update;Country address value. Sent to DeliverToAddress
OrderDeliveryGroup;DeliverToGeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Geocode accuracy address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToLatitude;double;Create, Filter, Nillable, Sort, Update;Latitutde address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToLongitude;double;Create, Filter, Nillable, Sort, Update;Longitude address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToName;string;Create, Filter, Group, Sort, Update;Name of the delivery recipient. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToPostalCode;string;Create, Filter, Group, Nillable, Sort, Update;Postal Code address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToState;string;Create, Filter, Group, Nillable, Sort, Update;State address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliverToStreet;textarea;Create, Filter, Group, Nillable, Sort, Update;Street address value. Sent to DeliverToAddress.
OrderDeliveryGroup;DeliveryInstructions;textarea;Create, Nillable, Update;Text field for users to add other delivery instructions.
OrderDeliveryGroup;Description;textarea;Create, Nillable, Update;User-defined description for this delivery group.
OrderDeliveryGroup;DesiredDeliveryDate;date;Create, Filter, Group, Nillable, Sort, Update;The buyer’s target delivery date for the order items included in the delivery group.
OrderDeliveryGroup;EmailAddress;email;Create, Filter, Group, Nillable, Sort, Update;The buyer’s email address.
OrderDeliveryGroup;GiftMessage;textarea;Create, Nillable, Update;An optional gift message that the buyer can define if they’re sending the order items as a gift to another recipient. Applies to all order items in the delivery group.
OrderDeliveryGroup;GrandTotalAmount;currency;Filter, Nillable, Sort;The sum of the group’s total delivery amount and total tax amount.
OrderDeliveryGroup;IsGift;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;All items in the delivery group are gifts.
OrderDeliveryGroup;OrderDeliveryGroupNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;Unique number used for referencing this order delivery group.
OrderDeliveryGroup;OrderDeliveryMethodId;reference;Create, Filter, Group, Nillable, Sort, Update;ID of the order delivery method related to this order delivery group.
OrderDeliveryGroup;OrderId;reference;Create, Filter, Group, Sort;ID of the parent order for this order delivery group. An order can have mutliple order delivery groups.
OrderDeliveryGroup;PhoneNumber;phone;Create, Filter, Group, Nillable, Sort, Update;Phone number of the buyer.
OrderDeliveryGroup;PromisedDeliveryDate;date;Create, Filter, Group, Nillable, Sort, Update;Merchant-defined date that the items in this group will be delivered to the customer. Usually defined based on an estimated date from the shipping provider.
OrderDeliveryGroup;RelatedDeliveryGroupId;reference;Filter, Group, Nillable, Sort;The original delivery group. Used for reference in change order scenarios.
OrderDeliveryGroup;TotalAdjustmentAmount;currency;Filter, Nillable, Sort;The sum of all adjustments made to order items in the order delivery group.
OrderDeliveryGroup;TotalAdjustmentAmtWithTax;currency;Filter, Nillable, Sort;The sum of all adjustments made to order items in the order delivery group, including tax. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderDeliveryGroup;TotalAdjustmentTaxAmount;currency;Filter, Nillable, Sort;The sum of all adjustments made to tax lines for order items in the order delivery group.
OrderDeliveryGroup;TotalAmount;currency;Filter, Nillable, Sort;The sum of all Total Amount fields on order items within this delivery group. On an order item, the total amount equals the quantity multiplied by the unit price, including adjustments and tax.
OrderDeliveryGroup;TotalLineAmount;currency;Filter, Nillable, Sort;The sum of all Total Line Amount fields on order items within this delivery group. On an order item, the total line amount equals the quantity multiplied by the unit price, before adjustments or tax.
OrderDeliveryGroup;TotalLineAmtWithTax;currency;Filter, Nillable, Sort;The sum of all TotalLineAmtWithTax fields on order items within this delivery group. On an order item, the total line amount with tax equals the quantity multiplied by the unit price, plus tax, before adjustments. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderDeliveryGroup;TotalLineTaxAmount;currency;Filter, Nillable, Sort;The sum of all Total Line Tax Amount fields on order items within this delivery group. On an order item, the total line tax amount equals the total tax for that line.
OrderDeliveryGroup;TotalTaxAmount;currency;Filter, Nillable, Sort;The sum of all Total Tax Amount fields on order items within this order delivery group.
OrderDeliveryGroupSummary;CurrencyIsoCode;picklist;Defaulted on create, Filter, Group, Restricted picklist, Sort;ISO code for the currency of the OrderSummary associated with the OrderDeliveryGroupSummary. The default value is USD. Possible values are: DKK—Danish Krone EUR—Euro GBP—British Pound USD—U.S. Dollar This field is available in API version 49.0 and later.
OrderDeliveryGroupSummary;DeliverToAddress;address;Filter, Nillable;Address of the recipient. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;DeliverToCity;string;Create, Filter, Group, Nillable, Sort, Update;Recipient address city.
OrderDeliveryGroupSummary;DeliverToCountry;string;Create, Filter, Group, Nillable, Sort, Update;Recipient address country.
OrderDeliveryGroupSummary;DeliverTo​GeocodeAccuracy;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Accuracy of the geocode for the recipient address. Possible values are: Address Block City County ExtendedZip NearAddress Neighborhood State Street Unknown Zip
OrderDeliveryGroupSummary;DeliverToLatitude;double;Create, Filter, Nillable, Sort, Update;Used with FulfilledToLongitude to specify the precise geolocation of the recipient address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places.
OrderDeliveryGroupSummary;DeliverToLongitude;double;Create, Filter, Nillable, Sort, Update;Used with FulfilledToLatitude to specify the precise geolocation of the recipient address. Acceptable values are numbers between –90 and 90 with up to 15 decimal places.
OrderDeliveryGroupSummary;DeliverToName;string;Create, Filter, Group, Sort, Update;Name on the recipient address. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;DeliverToPostalCode;string;Create, Filter, Group, Nillable, Sort, Update;Recipient address postal code.
OrderDeliveryGroupSummary;DeliverToState;string;Create, Filter, Group, Nillable, Sort, Update;Recipient address state.
OrderDeliveryGroupSummary;DeliverToStreet;textarea;Create, Filter, Group, Nillable, Sort, Update;Recipient address street.
OrderDeliveryGroupSummary;DeliveryInstructions;textarea;Create, Nillable, Update;Special instructions for the delivery. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;Description;textarea;Create, Nillable, Update;Description of the OrderDeliveryGroupSummary. This field can be edited.
OrderDeliveryGroupSummary;DesiredDeliveryDate;dateTime;Filter, Nillable, Sort;Desired date for delivery. This field is informational, available for customizations. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;EmailAddress;email;Create, Filter, Group, Nillable, Sort, Update;Email address of the recipient. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;GiftMessage;textarea;Create, Nillable, Update;Gift message to include. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;GrandTotalAmount;currency;Filter, Nillable, Sort;Total, including adjustments and tax, of the delivery charges associated with the OrderDeliveryGroupSummary. This value only includes OrderItemSummaries of type code Charge.
OrderDeliveryGroupSummary;IsGift;boolean;Defaulted on create, Filter, Group, Sort;Indicates whether the OrderDeliveryGroupSummary represents a gift. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;OrderDeliveryGroup​SummaryNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;ID of the OrderDeliveryGroupSummary.
OrderDeliveryGroupSummary;OrderDeliveryMethodId;reference;Filter, Group, Sort;ID of the order delivery method specified for the OrderDeliveryGroupSummary. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;OrderSummaryId;reference;Filter, Group, Sort;ID of the OrderSummary associated with the OrderDeliveryGroupSummary.
OrderDeliveryGroupSummary;OriginalOrderDelivery​GroupId;reference;Filter, Group, Nillable, Sort;ID of the original order delivery group associated with this summary object. Nillable=true only if the associated order summary is unmanaged. For managed order summaries, nillable=false.
OrderDeliveryGroupSummary;PhoneNumber;phone;Create, Filter, Group, Nillable, Sort, Update;Phone number of the recipient. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;PromisedDeliveryDate;dateTime;Filter, Nillable, Sort;Promised date for delivery. This field is informational, available for customizations. If the OrderLifeCycleType field on the associated OrderSummary is set to UNMANAGED, then users with the Edit Unmanaged Order Summaries or B2B Commerce Integrator user permission can modify this field.
OrderDeliveryGroupSummary;TotalAdjustmentAmount;currency;Filter, Nillable, Sort;Total price adjustments applied to delivery charges associated with the OrderDeliveryGroupSummary. This value only includes adjustments to OrderItemSummaries of type code Charge.
OrderDeliveryGroupSummary;TotalAdjustment​AmtWithTax;currency;Filter, Nillable, Sort;Total amount of the price adjustments applied to the delivery charges associated with the OrderDeliveryGroupSummary, inclusive of tax. This amount is equal to TotalAdjustmentAmount + TotalAdjustmentTaxAmount. This field is available in API version 49.0 and later.
OrderDeliveryGroupSummary;TotalAdjustment​TaxAmount;currency;Filter, Nillable, Sort;Tax on the TotalAdjustmentAmount.
OrderDeliveryGroupSummary;TotalAmount;currency;Filter, Nillable, Sort;Total, including adjustments but not tax, of the delivery charges associated with the OrderDeliveryGroupSummary. This value only includes adjustments to OrderItemSummaries of type code Charge.
OrderDeliveryGroupSummary;TotalLineAmount;currency;Filter, Nillable, Sort;Total, not including adjustments or tax, of the delivery charges associated with the OrderDeliveryGroupSummary.
OrderDeliveryGroupSummary;TotalLineAmt​WithTax;currency;Filter, Nillable, Sort;Total of the delivery charges associated with the OrderDeliveryGroupSummary, inclusive of tax. This amount is equal to TotalLineAmount + TotalLineTaxAmount. This field is available in API version 49.0 and later.
OrderDeliveryGroupSummary;TotalLineTaxAmount;currency;Filter, Nillable, Sort;Tax on the TotalLineAmount.
OrderDeliveryGroupSummary;TotalTaxAmount;currency;Filter, Nillable, Sort;Tax on the TotalAmount.
OrderDeliveryMethod;Carrier;picklist;Create, Filter, Group, Nillable, Sort, Update;The carrier that the buyer chose for their delivery method. Developers must add values to this field.
OrderDeliveryMethod;ClassOfService;picklist;Create, Filter, Group, Nillable, Sort, Update;The carrier class of service that the buyer chose for their delivery method. Developers must add values to this field.
OrderDeliveryMethod;Description;textarea;Create, Nillable, Update;Description of the delivery method.
OrderDeliveryMethod;IsActive;boolean;Create, Defaulted on create, Filter, Group, Sort, Update;Assign new delivery groups to active delivery methods.
OrderDeliveryMethod;LastReferencedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed a record related to this record.
OrderDeliveryMethod;LastViewedDate;dateTime;Filter, Nillable, Sort;The timestamp for when the current user last viewed this record. If this value is null, this record might only have been referenced (LastReferencedDate) and not viewed.
OrderDeliveryMethod;Name;string;Create, Filter, Group, idLookup, Sort, Update;Required. Default name of this record.
OrderDeliveryMethod;OwnerId;reference;Create, Defaulted on create, Filter, Group, Sort, Update;The user who owns an order delivery method record.
OrderDeliveryMethod;ProductId;reference;Create, Filter, Group, Nillable, Sort, Update;Optional. This product represents a delivery charge order product for a delivery using this delivery method. For example, you could create a product that represents an overnight express charge and assign it to an overnight express delivery method.
OrderDeliveryMethod;ReferenceNumber;string;Create, Filter, Group, Nillable, Sort, Update;Reference number for an external delivery method.
OrderHistory;DataType;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Data type of the field that was changed.
OrderHistory;Field;picklist;Filter, Group, Restricted picklist, Sort;Name of the order field that was modified, or a special value to indicate some other modification to the order.
OrderHistory;NewValue;anyType;Nillable, Sort;New value of the modified order field. Maximum of 255 characters.
OrderHistory;OldValue;anyType;Nillable, Sort;Previous value of the modified order field. Maximum of 255 characters.
OrderHistory;OrderId;reference;Filter, Group, Sort;ID of the order associated with this record.
OrderItem;AdjustedLineAmount;currency;Filter, Nillable, Sort;Line amount following line adjustments, excluding tax. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;AdjustedLineAmtWithTax;currency;Filter, Nillable, Sort;Line amount following line adjustments, including tax. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;AvailableQuantity;double;Filter, Nillable, Sort;Amount of an order product that is available to be reduced. Value must be greater than or equal to 0. An order product is reducible only if AvailableQuantity is greater than 0. Value is always 0 if the order product’s parent order is a reduction order.
OrderItem;Description;string;Create, Filter, Group, Nillable, Sort, Update;Text description of this object.
OrderItem;EndDate;date;Create, Filter, Group, Nillable, Sort, Update;Optional. Last day the order product is available.
OrderItem;GrossUnitPrice;currency;Filter, Nillable, Sort;Unit price including tax. This is a VAT field that includes tax. Salesforce populates it on order creation only when Order.TaxLocaleType has a value of Gross.
